summonerId1,summonerElo1,latence1,duration1,temps_exécution1,summonerId2,summonerElo2,latence2,duration2,temps_exécution2
129021,1401,38,0,3,15691,543,42,0,0
80913,1081,47,0,3,11972,1198,77,0,0
97890,936,30,0,3,139331,1182,42,0,0
81559,1131,45,0,2,110685,255,35,0,0
124066,1625,59,0,7,94260,488,65,0,0
62998,754,72,0,0,50308,2047,43,0,0
124235,1175,25,0,12,140684,1696,65,0,0
132739,906,49,0,9,120979,1663,21,0,0
125480,1513,86,0,0,14596,1054,43,0,0
70459,1866,44,0,1,128198,1163,46,0,0
81530,1319,36,0,3,8737,296,26,0,0
109477,899,59,0,9,133349,683,35,0,0
10111,2271,53,0,0,125857,982,61,0,0
102599,1459,57,0,2,93203,1283,28,0,0
68633,1652,28,0,0,11198,1159,22,0,0
76467,1053,49,0,0,120123,2529,37,0,0
52094,877,22,0,5,138464,925,17,0,1
15496,1175,40,0,3,113617,1083,21,0,0
135602,2544,61,0,5,12446,765,49,0,0
128730,1103,51,0,2,116545,1968,25,0,1
122964,1135,53,0,10,133664,1098,70,0,0
67681,697,44,0,5,144988,297,165,0,0
57576,2071,35,0,1,116582,640,42,0,0
96618,1898,36,0,4,136057,1880,54,0,0
116596,1233,28,0,1,136762,2030,21,0,0
103114,974,26,0,4,102567,1020,41,0,0
81503,919,26,0,1,145328,944,49,0,0
8447,1592,42,0,5,131617,1428,20,0,0
31976,2177,57,0,0,106365,1545,69,0,0
69614,860,59,0,3,111010,406,51,0,0
123033,2065,71,0,0,125333,1483,33,0,0
63052,963,42,0,16,143570,359,34,0,0
65594,480,28,0,0,123234,974,52,0,0
128928,623,84,0,5,125520,1565,75,0,0
116492,815,58,0,1,128045,2155,31,0,1
137898,987,48,0,0,95824,1073,60,0,0
123458,1681,69,0,4,57652,1107,52,0,0
54584,434,84,0,4,122957,1341,39,0,0
55481,975,64,0,1,15432,922,42,0,0
38457,1236,63,0,0,53080,867,50,0,0
60310,1944,24,0,0,100844,495,56,0,0
81440,1846,62,0,0,5623,1607,70,0,0
103505,499,37,0,8,123249,1697,18,0,0
84820,2077,27,0,0,103185,1006,39,0,0
118285,888,47,0,2,75882,2148,25,0,0
107952,1093,45,0,4,121201,1060,38,0,0
93126,1892,60,0,13,128122,867,32,0,0
139338,628,50,0,2,112721,922,36,0,0
120410,1784,28,0,1,141245,383,88,0,0
141857,1001,62,0,2,89368,986,47,0,0
56651,1279,52,0,3,96860,2157,22,0,0
58325,1320,44,0,2,124898,627,32,0,0
48788,823,29,0,1,121968,1339,52,0,0
54400,219,58,0,7,83163,1985,37,0,0
72879,1552,34,0,2,87131,1453,22,0,0
101103,865,76,0,1,75844,1348,27,0,1
146625,527,36,0,11,126312,617,74,0,0
132734,1827,47,0,0,93401,393,29,0,0
78011,1004,42,0,2,126602,596,50,0,0
124150,1726,42,0,2,138258,154,33,0,0
119899,1244,27,0,4,85929,1192,43,0,0
139837,2196,46,0,5,125008,2166,122,0,0
94597,964,38,0,12,74595,1073,36,0,0
135203,1199,69,0,1,37470,940,76,0,0
145228,1166,50,0,6,117554,1210,48,0,0
145286,659,37,0,1,6960,2255,37,0,0
113486,931,37,0,4,128331,1142,39,0,0
113066,1282,44,0,6,121093,1404,31,0,0
61424,1057,59,0,1,74777,1380,31,0,0
121271,308,39,0,2,135638,525,29,0,0
51550,1322,67,0,1,111431,768,28,0,0
72279,1816,49,0,3,91591,701,47,0,0
